,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
3299,2016,Campeche,M s de 3 hasta 5 s.m.,126246,68961,57285,961448,723989,237459,0,0,0
3300,2016,Campeche,M s de 5 hasta 10 s.m.,31081,25647,5434,961448,723989,237459,0,0,0
3301,2016,Campeche,No especificado,8865,5446,3419,961448,723989,237459,0,0,0
3302,2016,Campeche,No recibe ingresos,58543,56690,1853,961448,723989,237459,0,0,0
3303,2016,Chiapas,1 salario m¡nimo,34108,31169,2939,5694510,4525391,1169119,0,0,0
3304,2016,Chiapas,Menos de 1 s.m.,2872863,2791834,81029,5694510,4525391,1169119,0,0,0
3305,2016,Chiapas,M s de 1 hasta 2 s.m.,14486,11155,3331,5694510,4525391,1169119,0,0,0
3306,2016,Chiapas,M s de 10 s.m.,1146769,425037,721732,5694510,4525391,1169119,0,0,0
3307,2016,Chiapas,M s de 2 hasta 3 s.m.,584745,574257,10488,5694510,4525391,1169119,0,0,0
3308,2016,Chiapas,M s de 3 hasta 5 s.m.,596470,290557,305913,5694510,4525391,1169119,0,0,0
3309,2016,Chiapas,M s de 5 hasta 10 s.m.,157928,131261,26667,5694510,4525391,1169119,0,0,0
3310,2016,Chiapas,No especificado,20242,13822,6420,5694510,4525391,1169119,0,0,0
3311,2016,Chiapas,No recibe ingresos,266899,256299,10600,5694510,4525391,1169119,0,0,0
3312,2016,Chihuahua,1 salario m¡nimo,50084,44926,5158,4337575,2988709,1348866,0,0,0
3313,2016,Chihuahua,Menos de 1 s.m.,588040,543447,44593,4337575,2988709,1348866,0,0,0
3314,2016,Chihuahua,M s de 1 hasta 2 s.m.,26569,20641,5928,4337575,2988709,1348866,0,0,0
3315,2016,Chihuahua,M s de 10 s.m.,894487,439345,455142,4337575,2988709,1348866,0,0,0
3316,2016,Chihuahua,M s de 2 hasta 3 s.m.,480578,464995,15583,4337575,2988709,1348866,0,0,0
3317,2016,Chihuahua,M s de 3 hasta 5 s.m.,1874162,1136739,737423,4337575,2988709,1348866,0,0,0
3318,2016,Chihuahua,M s de 5 hasta 10 s.m.,213156,155995,57161,4337575,2988709,1348866,0,0,0
3319,2016,Chihuahua,No especificado,26040,17303,8737,4337575,2988709,1348866,0,0,0
3320,2016,Chihuahua,No recibe ingresos,184459,165318,19141,4337575,2988709,1348866,0,0,0
3321,2016,Ciudad de Mxico,1 salario m¡nimo,3806,2171,1635,7537005,5010296,2526709,0,0,0
3322,2016,Ciudad de Mxico,Menos de 1 s.m.,112086,92998,19088,7537005,5010296,2526709,0,0,0
3323,2016,Ciudad de Mxico,M s de 1 hasta 2 s.m.,38078,33958,4120,7537005,5010296,2526709,0,0,0
3324,2016,Ciudad de Mxico,M s de 10 s.m.,2748364,1348208,1400156,7537005,5010296,2526709,0,0,0
3325,2016,Ciudad de Mxico,M s de 2 hasta 3 s.m.,992730,914934,77796,7537005,5010296,2526709,0,0,0
3326,2016,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1859134,1209937,649197,7537005,5010296,2526709,0,0,0
3327,2016,Ciudad de Mxico,M s de 5 hasta 10 s.m.,481058,344718,136340,7537005,5010296,2526709,0,0,0
3328,2016,Ciudad de Mxico,No especificado,399190,264274,134916,7537005,5010296,2526709,0,0,0
3329,2016,Ciudad de Mxico,No recibe ingresos,902559,799098,103461,7537005,5010296,2526709,0,0,0
3330,2016,Coahuila,1 salario m¡nimo,23999,21164,2835,3306832,2378734,928098,0,0,0
3331,2016,Coahuila,Menos de 1 s.m.,265020,238356,26664,3306832,2378734,928098,0,0,0
3332,2016,Coahuila,M s de 1 hasta 2 s.m.,18875,17197,1678,3306832,2378734,928098,0,0,0
3333,2016,Coahuila,M s de 10 s.m.,735394,324708,410686,3306832,2378734,928098,0,0,0
3334,2016,Coahuila,M s de 2 hasta 3 s.m.,415182,399373,15809,3306832,2378734,928098,0,0,0
3335,2016,Coahuila,M s de 3 hasta 5 s.m.,1464268,1054848,409420,3306832,2378734,928098,0,0,0
3336,2016,Coahuila,M s de 5 hasta 10 s.m.,146115,115523,30592,3306832,2378734,928098,0,0,0
3337,2016,Coahuila,No especificado,39059,24011,15048,3306832,2378734,928098,0,0,0
3338,2016,Coahuila,No recibe ingresos,198920,183554,15366,3306832,2378734,928098,0,0,0
3339,2016,Colima,1 salario m¡nimo,7044,6168,876,779476,542393,237083,0,0,0
3340,2016,Colima,Menos de 1 s.m.,173893,146781,27112,779476,542393,237083,0,0,0
3341,2016,Colima,M s de 1 hasta 2 s.m.,13382,11289,2093,779476,542393,237083,0,0,0
3342,2016,Colima,M s de 10 s.m.,211216,81034,130182,779476,542393,237083,0,0,0
3343,2016,Colima,M s de 2 hasta 3 s.m.,122050,117772,4278,779476,542393,237083,0,0,0
3344,2016,Colima,M s de 3 hasta 5 s.m.,109617,65334,44283,779476,542393,237083,0,0,0
3345,2016,Colima,M s de 5 hasta 10 s.m.,38475,29820,8655,779476,542393,237083,0,0,0
3346,2016,Colima,No especificado,9816,5957,3859,779476,542393,237083,0,0,0
3347,2016,Colima,No recibe ingresos,93983,78238,15745,779476,542393,237083,0,0,0
3348,2016,Durango,1 salario m¡nimo,69378,61638,7740,1956508,1402343,554165,0,0,0
3349,2016,Durango,Menos de 1 s.m.,405507,370543,34964,1956508,1402343,554165,0,0,0
3350,2016,Durango,M s de 1 hasta 2 s.m.,6303,4436,1867,1956508,1402343,554165,0,0,0
3351,2016,Durango,M s de 10 s.m.,525531,198853,326678,1956508,1402343,554165,0,0,0
3352,2016,Durango,M s de 2 hasta 3 s.m.,263441,254179,9262,1956508,1402343,554165,0,0,0
3353,2016,Durango,M s de 3 hasta 5 s.m.,485372,341546,143826,1956508,1402343,554165,0,0,0
3354,2016,Durango,M s de 5 hasta 10 s.m.,72519,56242,16277,1956508,1402343,554165,0,0,0
3355,2016,Durango,No especificado,16121,10850,5271,1956508,1402343,554165,0,0,0
3356,2016,Durango,No recibe ingresos,112336,104056,8280,1956508,1402343,554165,0,0,0
3357,2016,Estado de Mxico,1 salario m¡nimo,33948,32649,1299,17107289,12051040,5056249,0,0,0
3358,2016,Estado de Mxico,Menos de 1 s.m.,1304891,1170298,134593,17107289,12051040,5056249,0,0,0
3359,2016,Estado de Mxico,M s de 1 hasta 2 s.m.,120951,94134,26817,17107289,12051040,5056249,0,0,0
3360,2016,Estado de Mxico,M s de 10 s.m.,5267657,2536240,2731417,17107289,12051040,5056249,0,0,0
3361,2016,Estado de Mxico,M s de 2 hasta 3 s.m.,2488998,2413973,75025,17107289,12051040,5056249,0,0,0
3362,2016,Estado de Mxico,M s de 3 hasta 5 s.m.,4943630,3292440,1651190,17107289,12051040,5056249,0,0,0
3363,2016,Estado de Mxico,M s de 5 hasta 10 s.m.,809401,564511,244890,17107289,12051040,5056249,0,0,0
3364,2016,Estado de Mxico,No especificado,273899,209239,64660,17107289,12051040,5056249,0,0,0
3365,2016,Estado de Mxico,No recibe ingresos,1863914,1737556,126358,17107289,12051040,5056249,0,0,0
3366,2016,Guanajuato,1 salario m¡nimo,35041,32604,2437,6635775,4500598,2135177,0,0,0
3367,2016,Guanajuato,Menos de 1 s.m.,976394,810151,166243,6635775,4500598,2135177,0,0,0
3368,2016,Guanajuato,M s de 1 hasta 2 s.m.,37627,26308,11319,6635775,4500598,2135177,0,0,0
3369,2016,Guanajuato,M s de 10 s.m.,1613577,648295,965282,6635775,4500598,2135177,0,0,0
3370,2016,Guanajuato,M s de 2 hasta 3 s.m.,906268,885927,20341,6635775,4500598,2135177,0,0,0
3371,2016,Guanajuato,M s de 3 hasta 5 s.m.,2350116,1545560,804556,6635775,4500598,2135177,0,0,0
3372,2016,Guanajuato,M s de 5 hasta 10 s.m.,435569,313052,122517,6635775,4500598,2135177,0,0,0
3373,2016,Guanajuato,No especificado,38806,23276,15530,6635775,4500598,2135177,0,0,0
3374,2016,Guanajuato,No recibe ingresos,242377,215425,26952,6635775,4500598,2135177,0,0,0
3375,2016,Guerrero,1 salario m¡nimo,16518,6510,10008,3795398,2708421,1086977,0,0,0
3376,2016,Guerrero,Menos de 1 s.m.,1710448,1486508,223940,3795398,2708421,1086977,0,0,0
3377,2016,Guerrero,M s de 1 hasta 2 s.m.,13752,11058,2694,3795398,2708421,1086977,0,0,0
3378,2016,Guerrero,M s de 10 s.m.,809191,293810,515381,3795398,2708421,1086977,0,0,0
3379,2016,Guerrero,M s de 2 hasta 3 s.m.,370804,364463,6341,3795398,2708421,1086977,0,0,0
3380,2016,Guerrero,M s de 3 hasta 5 s.m.,562861,266719,296142,3795398,2708421,1086977,0,0,0
3381,2016,Guerrero,M s de 5 hasta 10 s.m.,89143,73196,15947,3795398,2708421,1086977,0,0,0
3382,2016,Guerrero,No especificado,19736,12076,7660,3795398,2708421,1086977,0,0,0
3383,2016,Guerrero,No recibe ingresos,202945,194081,8864,3795398,2708421,1086977,0,0,0
3384,2016,Hidalgo,1 salario m¡nimo,12125,12125,0,3121814,2242140,879674,0,0,0
3385,2016,Hidalgo,Menos de 1 s.m.,850466,735240,115226,3121814,2242140,879674,0,0,0
3386,2016,Hidalgo,M s de 1 hasta 2 s.m.,19198,14033,5165,3121814,2242140,879674,0,0,0
3387,2016,Hidalgo,M s de 10 s.m.,765988,330112,435876,3121814,2242140,879674,0,0,0
3388,2016,Hidalgo,M s de 2 hasta 3 s.m.,485241,471996,13245,3121814,2242140,879674,0,0,0
3389,2016,Hidalgo,M s de 3 hasta 5 s.m.,693669,411258,282411,3121814,2242140,879674,0,0,0
3390,2016,Hidalgo,M s de 5 hasta 10 s.m.,82106,65142,16964,3121814,2242140,879674,0,0,0
3391,2016,Hidalgo,No especificado,20584,14279,6305,3121814,2242140,879674,0,0,0
3392,2016,Hidalgo,No recibe ingresos,192437,187955,4482,3121814,2242140,879674,0,0,0
3393,2016,Jalisco,1 salario m¡nimo,4652,4652,0,8597489,5880643,2716846,0,0,0
3394,2016,Jalisco,Menos de 1 s.m.,1269426,1091018,178408,8597489,5880643,2716846,0,0,0
3395,2016,Jalisco,M s de 1 hasta 2 s.m.,40257,29092,11165,8597489,5880643,2716846,0,0,0
3396,2016,Jalisco,M s de 10 s.m.,2437646,1128364,1309282,8597489,5880643,2716846,0,0,0
3397,2016,Jalisco,M s de 2 hasta 3 s.m.,1132270,1085117,47153,8597489,5880643,2716846,0,0,0
3398,2016,Jalisco,M s de 3 hasta 5 s.m.,2638707,1680391,958316,8597489,5880643,2716846,0,0,0
3399,2016,Jalisco,M s de 5 hasta 10 s.m.,529743,383197,146546,8597489,5880643,2716846,0,0,0
3400,2016,Jalisco,No especificado,107330,77083,30247,8597489,5880643,2716846,0,0,0
3401,2016,Jalisco,No recibe ingresos,437458,401729,35729,8597489,5880643,2716846,0,0,0
3402,2016,Michoac n,1 salario m¡nimo,7643,7643,0,5317191,3809347,1507844,0,0,0
3403,2016,Michoac n,Menos de 1 s.m.,1874382,1712882,161500,5317191,3809347,1507844,0,0,0
3404,2016,Michoac n,M s de 1 hasta 2 s.m.,31862,23786,8076,5317191,3809347,1507844,0,0,0
3405,2016,Michoac n,M s de 10 s.m.,1362600,516757,845843,5317191,3809347,1507844,0,0,0
3406,2016,Michoac n,M s de 2 hasta 3 s.m.,569699,557844,11855,5317191,3809347,1507844,0,0,0
3407,2016,Michoac n,M s de 3 hasta 5 s.m.,950775,567726,383049,5317191,3809347,1507844,0,0,0
3408,2016,Michoac n,M s de 5 hasta 10 s.m.,247445,173701,73744,5317191,3809347,1507844,0,0,0
3409,2016,Michoac n,No especificado,28900,17380,11520,5317191,3809347,1507844,0,0,0
3410,2016,Michoac n,No recibe ingresos,243885,231628,12257,5317191,3809347,1507844,0,0,0
3411,2016,Morelos,1 salario m¡nimo,3490,3490,0,1867668,1334632,533036,0,0,0
3412,2016,Morelos,Menos de 1 s.m.,337167,313329,23838,1867668,1334632,533036,0,0,0
3413,2016,Morelos,M s de 1 hasta 2 s.m.,10907,9516,1391,1867668,1334632,533036,0,0,0
3414,2016,Morelos,M s de 10 s.m.,557333,235671,321662,1867668,1334632,533036,0,0,0
3415,2016,Morelos,M s de 2 hasta 3 s.m.,321338,315859,5479,1867668,1334632,533036,0,0,0
3416,2016,Morelos,M s de 3 hasta 5 s.m.,383758,235535,148223,1867668,1334632,533036,0,0,0
3417,2016,Morelos,M s de 5 hasta 10 s.m.,66386,51236,15150,1867668,1334632,533036,0,0,0
3418,2016,Morelos,No especificado,27088,16277,10811,1867668,1334632,533036,0,0,0
3419,2016,Morelos,No recibe ingresos,160201,153719,6482,1867668,1334632,533036,0,0,0
3420,2016,Nacional,1 salario m¡nimo,798127,709830,88297,128588898,90881052,37707846,0,0,0
3421,2016,Nacional,Menos de 1 s.m.,26841026,23968102,2872924,128588898,90881052,37707846,0,0,0
3422,2016,Nacional,M s de 1 hasta 2 s.m.,812715,653201,159514,128588898,90881052,37707846,0,0,0
3423,2016,Nacional,M s de 10 s.m.,33346863,14572911,18773952,128588898,90881052,37707846,0,0,0
3424,2016,Nacional,M s de 2 hasta 3 s.m.,16969641,16408040,561601,128588898,90881052,37707846,0,0,0
3425,2016,Nacional,M s de 3 hasta 5 s.m.,33646696,21109775,12536921,128588898,90881052,37707846,0,0,0
3426,2016,Nacional,M s de 5 hasta 10 s.m.,5749218,4282649,1466569,128588898,90881052,37707846,0,0,0
3427,2016,Nacional,No especificado,1634096,1090866,543230,128588898,90881052,37707846,0,0,0
3428,2016,Nacional,No recibe ingresos,8790516,8085678,704838,128588898,90881052,37707846,0,0,0
3429,2016,Nayarit,1 salario m¡nimo,3910,3390,520,1320104,916079,404025,0,0,0
3430,2016,Nayarit,Menos de 1 s.m.,457704,418978,38726,1320104,916079,404025,0,0,0
3431,2016,Nayarit,M s de 1 hasta 2 s.m.,9948,7489,2459,1320104,916079,404025,0,0,0
3432,2016,Nayarit,M s de 10 s.m.,376644,127410,249234,1320104,916079,404025,0,0,0
3433,2016,Nayarit,M s de 2 hasta 3 s.m.,169172,163612,5560,1320104,916079,404025,0,0,0
3434,2016,Nayarit,M s de 3 hasta 5 s.m.,170235,89482,80753,1320104,916079,404025,0,0,0
3435,2016,Nayarit,M s de 5 hasta 10 s.m.,52422,38902,13520,1320104,916079,404025,0,0,0
3436,2016,Nayarit,No especificado,14392,8191,6201,1320104,916079,404025,0,0,0
3437,2016,Nayarit,No recibe ingresos,65677,58625,7052,1320104,916079,404025,0,0,0
3438,2016,Nuevo Le¢n,1 salario m¡nimo,10001,7951,2050,5562464,3980339,1582125,0,0,0
3439,2016,Nuevo Le¢n,Menos de 1 s.m.,120327,112289,8038,5562464,3980339,1582125,0,0,0
3440,2016,Nuevo Le¢n,M s de 1 hasta 2 s.m.,47895,41400,6495,5562464,3980339,1582125,0,0,0
3441,2016,Nuevo Le¢n,M s de 10 s.m.,1325864,613729,712135,5562464,3980339,1582125,0,0,0
3442,2016,Nuevo Le¢n,M s de 2 hasta 3 s.m.,824458,787319,37139,5562464,3980339,1582125,0,0,0
3443,2016,Nuevo Le¢n,M s de 3 hasta 5 s.m.,2273060,1634087,638973,5562464,3980339,1582125,0,0,0
3444,2016,Nuevo Le¢n,M s de 5 hasta 10 s.m.,363297,264732,98565,5562464,3980339,1582125,0,0,0
3445,2016,Nuevo Le¢n,No especificado,97216,67463,29753,5562464,3980339,1582125,0,0,0
3446,2016,Nuevo Le¢n,No recibe ingresos,500346,451369,48977,5562464,3980339,1582125,0,0,0
3447,2016,Oaxaca,1 salario m¡nimo,27498,22370,5128,4832066,3313684,1518382,0,0,0
3448,2016,Oaxaca,Menos de 1 s.m.,2144062,1853056,291006,4832066,3313684,1518382,0,0,0
3449,2016,Oaxaca,M s de 1 hasta 2 s.m.,9821,6910,2911,4832066,3313684,1518382,0,0,0
3450,2016,Oaxaca,M s de 10 s.m.,952697,289161,663536,4832066,3313684,1518382,0,0,0
3451,2016,Oaxaca,M s de 2 hasta 3 s.m.,490690,479708,10982,4832066,3313684,1518382,0,0,0
3452,2016,Oaxaca,M s de 3 hasta 5 s.m.,854820,344431,510389,4832066,3313684,1518382,0,0,0
3453,2016,Oaxaca,M s de 5 hasta 10 s.m.,87561,68519,19042,4832066,3313684,1518382,0,0,0
3454,2016,Oaxaca,No especificado,13870,8647,5223,4832066,3313684,1518382,0,0,0
3455,2016,Oaxaca,No recibe ingresos,251047,240882,10165,4832066,3313684,1518382,0,0,0
3456,2016,Puebla,1 salario m¡nimo,13945,13058,887,7407899,5071943,2335956,0,0,0
3457,2016,Puebla,Menos de 1 s.m.,2494260,2009911,484349,7407899,5071943,2335956,0,0,0
3458,2016,Puebla,M s de 1 hasta 2 s.m.,26664,20937,5727,7407899,5071943,2335956,0,0,0
3459,2016,Puebla,M s de 10 s.m.,1751447,717797,1033650,7407899,5071943,2335956,0,0,0
3460,2016,Puebla,M s de 2 hasta 3 s.m.,792558,775996,16562,7407899,5071943,2335956,0,0,0
3461,2016,Puebla,M s de 3 hasta 5 s.m.,1710809,1000904,709905,7407899,5071943,2335956,0,0,0
3462,2016,Puebla,M s de 5 hasta 10 s.m.,245135,194936,50199,7407899,5071943,2335956,0,0,0
3463,2016,Puebla,No especificado,59076,38262,20814,7407899,5071943,2335956,0,0,0
3464,2016,Puebla,No recibe ingresos,314005,300142,13863,7407899,5071943,2335956,0,0,0
3465,2016,Queretaro,1 salario m¡nimo,16609,16213,396,1933785,1402760,531025,0,0,0
3466,2016,Queretaro,Menos de 1 s.m.,155657,141270,14387,1933785,1402760,531025,0,0,0
3467,2016,Queretaro,M s de 1 hasta 2 s.m.,9396,8979,417,1933785,1402760,531025,0,0,0
3468,2016,Queretaro,M s de 10 s.m.,435715,207926,227789,1933785,1402760,531025,0,0,0
3469,2016,Queretaro,M s de 2 hasta 3 s.m.,330546,318760,11786,1933785,1402760,531025,0,0,0
3470,2016,Queretaro,M s de 3 hasta 5 s.m.,725967,487302,238665,1933785,1402760,531025,0,0,0
3471,2016,Queretaro,M s de 5 hasta 10 s.m.,112633,92002,20631,1933785,1402760,531025,0,0,0
3472,2016,Queretaro,No especificado,27146,16668,10478,1933785,1402760,531025,0,0,0
3473,2016,Queretaro,No recibe ingresos,120116,113640,6476,1933785,1402760,531025,0,0,0
3474,2016,Quintana Roo,1 salario m¡nimo,1423,1295,128,1388219,996375,391844,0,0,0
3475,2016,Quintana Roo,Menos de 1 s.m.,181501,164105,17396,1388219,996375,391844,0,0,0
3476,2016,Quintana Roo,M s de 1 hasta 2 s.m.,15657,12338,3319,1388219,996375,391844,0,0,0
3477,2016,Quintana Roo,M s de 10 s.m.,461414,208519,252895,1388219,996375,391844,0,0,0
3478,2016,Quintana Roo,M s de 2 hasta 3 s.m.,294824,280967,13857,1388219,996375,391844,0,0,0
3479,2016,Quintana Roo,M s de 3 hasta 5 s.m.,161433,99315,62118,1388219,996375,391844,0,0,0
3480,2016,Quintana Roo,M s de 5 hasta 10 s.m.,75350,56717,18633,1388219,996375,391844,0,0,0
3481,2016,Quintana Roo,No especificado,20840,13414,7426,1388219,996375,391844,0,0,0
3482,2016,Quintana Roo,No recibe ingresos,175777,159705,16072,1388219,996375,391844,0,0,0
3483,2016,San Luis Potos¡,1 salario m¡nimo,18719,17713,1006,3076695,2216240,860455,0,0,0
3484,2016,San Luis Potos¡,Menos de 1 s.m.,870596,794880,75716,3076695,2216240,860455,0,0,0
3485,2016,San Luis Potos¡,M s de 1 hasta 2 s.m.,12987,10734,2253,3076695,2216240,860455,0,0,0
3486,2016,San Luis Potos¡,M s de 10 s.m.,741246,294844,446402,3076695,2216240,860455,0,0,0
3487,2016,San Luis Potos¡,M s de 2 hasta 3 s.m.,368337,356970,11367,3076695,2216240,860455,0,0,0
3488,2016,San Luis Potos¡,M s de 3 hasta 5 s.m.,798529,515826,282703,3076695,2216240,860455,0,0,0
3489,2016,San Luis Potos¡,M s de 5 hasta 10 s.m.,99112,76796,22316,3076695,2216240,860455,0,0,0
3490,2016,San Luis Potos¡,No especificado,22069,14452,7617,3076695,2216240,860455,0,0,0
3491,2016,San Luis Potos¡,No recibe ingresos,145100,134025,11075,3076695,2216240,860455,0,0,0
3492,2016,Sinaloa,1 salario m¡nimo,15999,14746,1253,3217186,2219963,997223,0,0,0
3493,2016,Sinaloa,Menos de 1 s.m.,893254,754810,138444,3217186,2219963,997223,0,0,0
3494,2016,Sinaloa,M s de 1 hasta 2 s.m.,38816,34863,3953,3217186,2219963,997223,0,0,0
3495,2016,Sinaloa,M s de 10 s.m.,922910,389861,533049,3217186,2219963,997223,0,0,0
3496,2016,Sinaloa,M s de 2 hasta 3 s.m.,446344,425420,20924,3217186,2219963,997223,0,0,0
3497,2016,Sinaloa,M s de 3 hasta 5 s.m.,532380,313820,218560,3217186,2219963,997223,0,0,0
3498,2016,Sinaloa,M s de 5 hasta 10 s.m.,165384,122233,43151,3217186,2219963,997223,0,0,0
3499,2016,Sinaloa,No especificado,41848,17989,23859,3217186,2219963,997223,0,0,0
3500,2016,Sinaloa,No recibe ingresos,160251,146221,14030,3217186,2219963,997223,0,0,0
3501,2016,Sonora,1 salario m¡nimo,83476,76579,6897,3248303,2152651,1095652,0,0,0
3502,2016,Sonora,Menos de 1 s.m.,599267,503690,95577,3248303,2152651,1095652,0,0,0
3503,2016,Sonora,M s de 1 hasta 2 s.m.,35773,29262,6511,3248303,2152651,1095652,0,0,0
3504,2016,Sonora,M s de 10 s.m.,799749,324175,475574,3248303,2152651,1095652,0,0,0
3505,2016,Sonora,M s de 2 hasta 3 s.m.,442745,423322,19423,3248303,2152651,1095652,0,0,0
3506,2016,Sonora,M s de 3 hasta 5 s.m.,914506,492805,421701,3248303,2152651,1095652,0,0,0
3507,2016,Sonora,M s de 5 hasta 10 s.m.,173105,129114,43991,3248303,2152651,1095652,0,0,0
3508,2016,Sonora,No especificado,50374,38548,11826,3248303,2152651,1095652,0,0,0
3509,2016,Sonora,No recibe ingresos,149308,135156,14152,3248303,2152651,1095652,0,0,0
3510,2016,Tabasco,1 salario m¡nimo,93707,75986,17721,2195345,1654309,541036,0,0,0
3511,2016,Tabasco,Menos de 1 s.m.,441504,425524,15980,2195345,1654309,541036,0,0,0
3512,2016,Tabasco,M s de 1 hasta 2 s.m.,13759,10721,3038,2195345,1654309,541036,0,0,0
3513,2016,Tabasco,M s de 10 s.m.,663911,317362,346549,2195345,1654309,541036,0,0,0
3514,2016,Tabasco,M s de 2 hasta 3 s.m.,361107,348257,12850,2195345,1654309,541036,0,0,0
3515,2016,Tabasco,M s de 3 hasta 5 s.m.,311022,201288,109734,2195345,1654309,541036,0,0,0
3516,2016,Tabasco,M s de 5 hasta 10 s.m.,110879,88998,21881,2195345,1654309,541036,0,0,0
3517,2016,Tabasco,No especificado,19440,13753,5687,2195345,1654309,541036,0,0,0
3518,2016,Tabasco,No recibe ingresos,180016,172420,7596,2195345,1654309,541036,0,0,0
3519,2016,Tamaulipas,1 salario m¡nimo,34048,32367,1681,3847690,2573975,1273715,0,0,0
3520,2016,Tamaulipas,Menos de 1 s.m.,441514,408360,33154,3847690,2573975,1273715,0,0,0
3521,2016,Tamaulipas,M s de 1 hasta 2 s.m.,34125,29321,4804,3847690,2573975,1273715,0,0,0
3522,2016,Tamaulipas,M s de 10 s.m.,990787,417242,573545,3847690,2573975,1273715,0,0,0
3523,2016,Tamaulipas,M s de 2 hasta 3 s.m.,476932,460426,16506,3847690,2573975,1273715,0,0,0
3524,2016,Tamaulipas,M s de 3 hasta 5 s.m.,1299165,770163,529002,3847690,2573975,1273715,0,0,0
3525,2016,Tamaulipas,M s de 5 hasta 10 s.m.,130891,97055,33836,3847690,2573975,1273715,0,0,0
3526,2016,Tamaulipas,No especificado,49074,24855,24219,3847690,2573975,1273715,0,0,0
3527,2016,Tamaulipas,No recibe ingresos,391154,334186,56968,3847690,2573975,1273715,0,0,0
3528,2016,Tlaxcala,1 salario m¡nimo,1194,1194,0,1499585,1017186,482399,0,0,0
3529,2016,Tlaxcala,Menos de 1 s.m.,268325,234139,34186,1499585,1017186,482399,0,0,0
3530,2016,Tlaxcala,M s de 1 hasta 2 s.m.,4886,4093,793,1499585,1017186,482399,0,0,0
3531,2016,Tlaxcala,M s de 10 s.m.,347596,153303,194293,1499585,1017186,482399,0,0,0
3532,2016,Tlaxcala,M s de 2 hasta 3 s.m.,223092,218761,4331,1499585,1017186,482399,0,0,0
3533,2016,Tlaxcala,M s de 3 hasta 5 s.m.,549325,313665,235660,1499585,1017186,482399,0,0,0
3534,2016,Tlaxcala,M s de 5 hasta 10 s.m.,37677,28767,8910,1499585,1017186,482399,0,0,0
3535,2016,Tlaxcala,No especificado,5803,3405,2398,1499585,1017186,482399,0,0,0
3536,2016,Tlaxcala,No recibe ingresos,61687,59859,1828,1499585,1017186,482399,0,0,0
3537,2016,Veracruz,1 salario m¡nimo,69086,62671,6415,8062384,6384394,1677990,0,0,0
3538,2016,Veracruz,Menos de 1 s.m.,3083569,2945669,137900,8062384,6384394,1677990,0,0,0
3539,2016,Veracruz,M s de 1 hasta 2 s.m.,68036,58329,9707,8062384,6384394,1677990,0,0,0
3540,2016,Veracruz,M s de 10 s.m.,1754558,734847,1019711,8062384,6384394,1677990,0,0,0
3541,2016,Veracruz,M s de 2 hasta 3 s.m.,1096694,1082321,14373,8062384,6384394,1677990,0,0,0
3542,2016,Veracruz,M s de 3 hasta 5 s.m.,1154238,778484,375754,8062384,6384394,1677990,0,0,0
3543,2016,Veracruz,M s de 5 hasta 10 s.m.,243131,195798,47333,8062384,6384394,1677990,0,0,0
3544,2016,Veracruz,No especificado,54777,30378,24399,8062384,6384394,1677990,0,0,0
3545,2016,Veracruz,No recibe ingresos,538295,495897,42398,8062384,6384394,1677990,0,0,0
3546,2016,Yucat n,1 salario m¡nimo,6176,6176,0,2434011,1692079,741932,0,0,0
3547,2016,Yucat n,Menos de 1 s.m.,450886,432969,17917,2434011,1692079,741932,0,0,0
3548,2016,Yucat n,M s de 1 hasta 2 s.m.,20794,16051,4743,2434011,1692079,741932,0,0,0
3549,2016,Yucat n,M s de 10 s.m.,568729,258037,310692,2434011,1692079,741932,0,0,0
3550,2016,Yucat n,M s de 2 hasta 3 s.m.,363652,352193,11459,2434011,1692079,741932,0,0,0
3551,2016,Yucat n,M s de 3 hasta 5 s.m.,700325,361391,338934,2434011,1692079,741932,0,0,0
3552,2016,Yucat n,M s de 5 hasta 10 s.m.,129319,94421,34898,2434011,1692079,741932,0,0,0
3553,2016,Yucat n,No especificado,37230,24998,12232,2434011,1692079,741932,0,0,0
3554,2016,Yucat n,No recibe ingresos,156900,145843,11057,2434011,1692079,741932,0,0,0
3555,2016,Zacatecas,1 salario m¡nimo,45221,43325,1896,1646459,1208763,437696,0,0,0
3556,2016,Zacatecas,Menos de 1 s.m.,598762,524178,74584,1646459,1208763,437696,0,0,0
3557,2016,Zacatecas,M s de 1 hasta 2 s.m.,3483,2379,1104,1646459,1208763,437696,0,0,0
3558,2016,Zacatecas,M s de 10 s.m.,397019,155755,241264,1646459,1208763,437696,0,0,0
3559,2016,Zacatecas,M s de 2 hasta 3 s.m.,239270,233502,5768,1646459,1208763,437696,0,0,0
3560,2016,Zacatecas,M s de 3 hasta 5 s.m.,257814,159982,97832,1646459,1208763,437696,0,0,0
3561,2016,Zacatecas,M s de 5 hasta 10 s.m.,54033,45414,8619,1646459,1208763,437696,0,0,0
3562,2016,Zacatecas,No especificado,8014,5806,2208,1646459,1208763,437696,0,0,0
3563,2016,Zacatecas,No recibe ingresos,42843,38422,4421,1646459,1208763,437696,0,0,0
3564,2017,Aguascalientes,1 salario m¡nimo,10833,9685,1148,1340589,948354,392235,0,0,0
